pull_date,pull_time,location,update_time,pct_full,date,time,wday
1/13/23,18:50,Nick Level 3 Fitness,Updated 18 minutes ago,19,1/13/23,18:32,Friday
1/13/23,18:50,Nick Power House,Updated 18 minutes ago,27.86,1/13/23,18:32,Friday
1/13/23,18:50,Nick Track,Updated 18 minutes ago,8,1/13/23,18:32,Friday
1/13/23,18:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,11:00,Nick Level 1 Fitness,Updated 18 minutes ago,6.67,1/15/23,10:42,Sunday
1/15/23,11:00,Nick Level 2 Fitness,Updated 18 minutes ago,3,1/15/23,10:42,Sunday
1/15/23,11:00,Nick Level 3 Fitness,Updated 18 minutes ago,9.5,1/15/23,10:42,Sunday
1/15/23,11:00,Nick Power House,Updated 18 minutes ago,8.57,1/15/23,10:42,Sunday
1/15/23,11:00,Nick Track,Updated 18 minutes ago,2,1/15/23,10:42,Sunday
1/15/23,11:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,11:10,Nick Level 1 Fitness,Updated 28 minutes ago,6.67,1/15/23,10:42,Sunday
1/15/23,11:10,Nick Level 2 Fitness,Updated 28 minutes ago,3,1/15/23,10:42,Sunday
1/15/23,11:10,Nick Level 3 Fitness,Updated 28 minutes ago,9.5,1/15/23,10:42,Sunday
1/15/23,11:10,Nick Power House,Updated 28 minutes ago,8.57,1/15/23,10:42,Sunday
1/15/23,11:10,Nick Track,Updated 28 minutes ago,2,1/15/23,10:42,Sunday
1/15/23,11:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,11:20,Nick Level 1 Fitness,Updated 38 minutes ago,6.67,1/15/23,10:42,Sunday
1/15/23,11:20,Nick Level 2 Fitness,Updated 38 minutes ago,3,1/15/23,10:42,Sunday
1/15/23,11:20,Nick Level 3 Fitness,Updated 38 minutes ago,9.5,1/15/23,10:42,Sunday
1/15/23,11:20,Nick Power House,Updated 38 minutes ago,8.57,1/15/23,10:42,Sunday
1/15/23,11:20,Nick Track,Updated 38 minutes ago,2,1/15/23,10:42,Sunday
1/15/23,11:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,11:30,Nick Level 1 Fitness,Updated 48 minutes ago,6.67,1/15/23,10:42,Sunday
1/15/23,11:30,Nick Level 2 Fitness,Updated 48 minutes ago,3,1/15/23,10:42,Sunday
1/15/23,11:30,Nick Level 3 Fitness,Updated 48 minutes ago,9.5,1/15/23,10:42,Sunday
1/15/23,11:30,Nick Power House,Updated 48 minutes ago,8.57,1/15/23,10:42,Sunday
1/15/23,11:30,Nick Track,Updated 48 minutes ago,2,1/15/23,10:42,Sunday
1/15/23,11:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,11:40,Nick Level 1 Fitness,Updated 58 minutes ago,6.67,1/15/23,10:42,Sunday
1/15/23,11:40,Nick Level 2 Fitness,Updated 58 minutes ago,3,1/15/23,10:42,Sunday
1/15/23,11:40,Nick Level 3 Fitness,Updated 58 minutes ago,9.5,1/15/23,10:42,Sunday
1/15/23,11:40,Nick Power House,Updated 58 minutes ago,8.57,1/15/23,10:42,Sunday
1/15/23,11:40,Nick Track,Updated 58 minutes ago,2,1/15/23,10:42,Sunday
1/15/23,11:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,11:50,Nick Level 1 Fitness,Updated an hour ago,6.67,1/15/23,10:50,Sunday
1/15/23,11:50,Nick Level 2 Fitness,Updated an hour ago,3,1/15/23,10:50,Sunday
1/15/23,11:50,Nick Level 3 Fitness,Updated an hour ago,9.5,1/15/23,10:50,Sunday
1/15/23,11:50,Nick Power House,Updated an hour ago,8.57,1/15/23,10:50,Sunday
1/15/23,11:50,Nick Track,Updated an hour ago,2,1/15/23,10:50,Sunday
1/15/23,11:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,12:00,Nick Level 1 Fitness,Updated an hour ago,6.67,1/15/23,11:00,Sunday
1/15/23,12:00,Nick Level 2 Fitness,Updated an hour ago,3,1/15/23,11:00,Sunday
1/15/23,12:00,Nick Level 3 Fitness,Updated an hour ago,9.5,1/15/23,11:00,Sunday
1/15/23,12:00,Nick Power House,Updated an hour ago,8.57,1/15/23,11:00,Sunday
1/15/23,12:00,Nick Track,Updated an hour ago,2,1/15/23,11:00,Sunday
1/15/23,12:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,12:10,Nick Level 1 Fitness,Updated an hour ago,6.67,1/15/23,11:10,Sunday
1/15/23,12:10,Nick Level 2 Fitness,Updated an hour ago,3,1/15/23,11:10,Sunday
1/15/23,12:10,Nick Level 3 Fitness,Updated an hour ago,9.5,1/15/23,11:10,Sunday
1/15/23,12:10,Nick Power House,Updated an hour ago,8.57,1/15/23,11:10,Sunday
1/15/23,12:10,Nick Track,Updated an hour ago,2,1/15/23,11:10,Sunday
1/15/23,12:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,12:20,Nick Level 1 Fitness,Updated 7 minutes ago,8,1/15/23,12:13,Sunday
1/15/23,12:20,Nick Level 2 Fitness,Updated 7 minutes ago,7,1/15/23,12:13,Sunday
1/15/23,12:20,Nick Level 3 Fitness,Updated 7 minutes ago,11.5,1/15/23,12:13,Sunday
1/15/23,12:20,Nick Power House,Updated 7 minutes ago,11.43,1/15/23,12:13,Sunday
1/15/23,12:20,Nick Track,Updated 7 minutes ago,3,1/15/23,12:13,Sunday
1/15/23,12:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,12:30,Nick Level 1 Fitness,Updated 17 minutes ago,8,1/15/23,12:13,Sunday
1/15/23,12:30,Nick Level 2 Fitness,Updated 17 minutes ago,7,1/15/23,12:13,Sunday
1/15/23,12:30,Nick Level 3 Fitness,Updated 17 minutes ago,11.5,1/15/23,12:13,Sunday
1/15/23,12:30,Nick Power House,Updated 17 minutes ago,11.43,1/15/23,12:13,Sunday
1/15/23,12:30,Nick Track,Updated 17 minutes ago,3,1/15/23,12:13,Sunday
1/15/23,12:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,12:40,Nick Level 1 Fitness,Updated 27 minutes ago,8,1/15/23,12:13,Sunday
1/15/23,12:40,Nick Level 2 Fitness,Updated 27 minutes ago,7,1/15/23,12:13,Sunday
1/15/23,12:40,Nick Level 3 Fitness,Updated 27 minutes ago,11.5,1/15/23,12:13,Sunday
1/15/23,12:40,Nick Power House,Updated 27 minutes ago,11.43,1/15/23,12:13,Sunday
1/15/23,12:40,Nick Track,Updated 27 minutes ago,3,1/15/23,12:13,Sunday
1/15/23,12:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,12:50,Nick Level 1 Fitness,Updated 37 minutes ago,8,1/15/23,12:13,Sunday
1/15/23,12:50,Nick Level 2 Fitness,Updated 6 minutes ago,19,1/15/23,12:44,Sunday
1/15/23,12:50,Nick Level 3 Fitness,Updated 6 minutes ago,18,1/15/23,12:44,Sunday
1/15/23,12:50,Nick Power House,Updated 37 minutes ago,11.43,1/15/23,12:13,Sunday
1/15/23,12:50,Nick Track,Updated 6 minutes ago,9,1/15/23,12:44,Sunday
1/15/23,12:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,13:00,Nick Level 1 Fitness,Updated 47 minutes ago,8,1/15/23,12:13,Sunday
1/15/23,13:00,Nick Level 2 Fitness,Updated 16 minutes ago,19,1/15/23,12:44,Sunday
1/15/23,13:00,Nick Level 3 Fitness,Updated 16 minutes ago,18,1/15/23,12:44,Sunday
1/15/23,13:00,Nick Power House,Updated 47 minutes ago,11.43,1/15/23,12:13,Sunday
1/15/23,13:00,Nick Track,Updated 16 minutes ago,9,1/15/23,12:44,Sunday
1/15/23,13:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,13:21,Nick Level 1 Fitness,Updated an hour ago,8,1/15/23,12:21,Sunday
1/15/23,13:21,Nick Level 2 Fitness,Updated 38 minutes ago,19,1/15/23,12:43,Sunday
1/15/23,13:21,Nick Level 3 Fitness,Updated 38 minutes ago,18,1/15/23,12:43,Sunday
1/15/23,13:21,Nick Power House,Updated an hour ago,11.43,1/15/23,12:21,Sunday
1/15/23,13:21,Nick Track,Updated 38 minutes ago,9,1/15/23,12:43,Sunday
1/15/23,13:21,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,13:22,Nick Level 1 Fitness,Updated an hour ago,8,1/15/23,12:22,Sunday
1/15/23,13:22,Nick Level 2 Fitness,Updated 38 minutes ago,19,1/15/23,12:44,Sunday
1/15/23,13:22,Nick Level 3 Fitness,Updated 38 minutes ago,18,1/15/23,12:44,Sunday
1/15/23,13:22,Nick Power House,Updated an hour ago,11.43,1/15/23,12:22,Sunday
1/15/23,13:22,Nick Track,Updated 38 minutes ago,9,1/15/23,12:44,Sunday
1/15/23,13:22,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,13:30,Nick Level 1 Fitness,Updated an hour ago,8,1/15/23,12:30,Sunday
1/15/23,13:30,Nick Level 2 Fitness,Updated 46 minutes ago,19,1/15/23,12:44,Sunday
1/15/23,13:30,Nick Level 3 Fitness,Updated 46 minutes ago,18,1/15/23,12:44,Sunday
1/15/23,13:30,Nick Power House,Updated an hour ago,11.43,1/15/23,12:30,Sunday
1/15/23,13:30,Nick Track,Updated 46 minutes ago,9,1/15/23,12:44,Sunday
1/15/23,13:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,13:40,Nick Level 1 Fitness,Updated an hour ago,8,1/15/23,12:40,Sunday
1/15/23,13:40,Nick Level 2 Fitness,Updated 56 minutes ago,19,1/15/23,12:44,Sunday
1/15/23,13:40,Nick Level 3 Fitness,Updated 56 minutes ago,18,1/15/23,12:44,Sunday
1/15/23,13:40,Nick Power House,Updated an hour ago,11.43,1/15/23,12:40,Sunday
1/15/23,13:40,Nick Track,Updated 56 minutes ago,9,1/15/23,12:44,Sunday
1/15/23,13:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,13:50,Nick Level 1 Fitness,Updated over an hour ago,8,n/a,n/a,n/a
1/15/23,13:50,Nick Level 2 Fitness,Updated an hour ago,19,1/15/23,12:50,Sunday
1/15/23,13:50,Nick Level 3 Fitness,Updated an hour ago,18,1/15/23,12:50,Sunday
1/15/23,13:50,Nick Power House,Updated over an hour ago,11.43,n/a,n/a,n/a
1/15/23,13:50,Nick Track,Updated an hour ago,9,1/15/23,12:50,Sunday
1/15/23,13:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,14:00,Nick Level 1 Fitness,Updated over an hour ago,8,n/a,n/a,n/a
1/15/23,14:00,Nick Level 2 Fitness,Updated an hour ago,19,1/15/23,13:00,Sunday
1/15/23,14:00,Nick Level 3 Fitness,Updated an hour ago,18,1/15/23,13:00,Sunday
1/15/23,14:00,Nick Power House,Updated over an hour ago,11.43,n/a,n/a,n/a
1/15/23,14:00,Nick Track,Updated an hour ago,9,1/15/23,13:00,Sunday
1/15/23,14:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,14:10,Nick Level 1 Fitness,Updated 6 minutes ago,12.67,1/15/23,14:04,Sunday
1/15/23,14:10,Nick Level 2 Fitness,Updated 6 minutes ago,21,1/15/23,14:04,Sunday
1/15/23,14:10,Nick Level 3 Fitness,Updated 6 minutes ago,19,1/15/23,14:04,Sunday
1/15/23,14:10,Nick Power House,Updated 6 minutes ago,18.57,1/15/23,14:04,Sunday
1/15/23,14:10,Nick Track,Updated 7 minutes ago,10,1/15/23,14:03,Sunday
1/15/23,14:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,14:20,Nick Level 1 Fitness,Updated 16 minutes ago,12.67,1/15/23,14:04,Sunday
1/15/23,14:20,Nick Level 2 Fitness,Updated 16 minutes ago,21,1/15/23,14:04,Sunday
1/15/23,14:20,Nick Level 3 Fitness,Updated 16 minutes ago,19,1/15/23,14:04,Sunday
1/15/23,14:20,Nick Power House,Updated 16 minutes ago,18.57,1/15/23,14:04,Sunday
1/15/23,14:20,Nick Track,Updated 17 minutes ago,10,1/15/23,14:03,Sunday
1/15/23,14:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,14:30,Nick Level 1 Fitness,Updated 26 minutes ago,12.67,1/15/23,14:04,Sunday
1/15/23,14:30,Nick Level 2 Fitness,Updated 26 minutes ago,21,1/15/23,14:04,Sunday
1/15/23,14:30,Nick Level 3 Fitness,Updated 27 minutes ago,19,1/15/23,14:03,Sunday
1/15/23,14:30,Nick Power House,Updated 26 minutes ago,18.57,1/15/23,14:04,Sunday
1/15/23,14:30,Nick Track,Updated 27 minutes ago,10,1/15/23,14:03,Sunday
1/15/23,14:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,14:40,Nick Level 1 Fitness,Updated 36 minutes ago,12.67,1/15/23,14:04,Sunday
1/15/23,14:40,Nick Level 2 Fitness,Updated 36 minutes ago,21,1/15/23,14:04,Sunday
1/15/23,14:40,Nick Level 3 Fitness,Updated 37 minutes ago,19,1/15/23,14:03,Sunday
1/15/23,14:40,Nick Power House,Updated 36 minutes ago,18.57,1/15/23,14:04,Sunday
1/15/23,14:40,Nick Track,Updated 37 minutes ago,10,1/15/23,14:03,Sunday
1/15/23,14:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,14:50,Nick Level 1 Fitness,Updated 46 minutes ago,12.67,1/15/23,14:04,Sunday
1/15/23,14:50,Nick Level 2 Fitness,Updated 46 minutes ago,21,1/15/23,14:04,Sunday
1/15/23,14:50,Nick Level 3 Fitness,Updated 46 minutes ago,19,1/15/23,14:04,Sunday
1/15/23,14:50,Nick Power House,Updated 46 minutes ago,18.57,1/15/23,14:04,Sunday
1/15/23,14:50,Nick Track,Updated 47 minutes ago,10,1/15/23,14:03,Sunday
1/15/23,14:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,15:00,Nick Level 1 Fitness,Updated 56 minutes ago,12.67,1/15/23,14:04,Sunday
1/15/23,15:00,Nick Level 2 Fitness,Updated 56 minutes ago,21,1/15/23,14:04,Sunday
1/15/23,15:00,Nick Level 3 Fitness,Updated 57 minutes ago,19,1/15/23,14:03,Sunday
1/15/23,15:00,Nick Power House,Updated 56 minutes ago,18.57,1/15/23,14:04,Sunday
1/15/23,15:00,Nick Track,Updated 57 minutes ago,10,1/15/23,14:03,Sunday
1/15/23,15:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,15:10,Nick Level 1 Fitness,Updated an hour ago,12.67,1/15/23,14:10,Sunday
1/15/23,15:10,Nick Level 2 Fitness,Updated an hour ago,21,1/15/23,14:10,Sunday
1/15/23,15:10,Nick Level 3 Fitness,Updated an hour ago,19,1/15/23,14:10,Sunday
1/15/23,15:10,Nick Power House,Updated an hour ago,18.57,1/15/23,14:10,Sunday
1/15/23,15:10,Nick Track,Updated an hour ago,10,1/15/23,14:10,Sunday
1/15/23,15:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,15:20,Nick Level 1 Fitness,Updated an hour ago,12.67,1/15/23,14:20,Sunday
1/15/23,15:20,Nick Level 2 Fitness,Updated an hour ago,21,1/15/23,14:20,Sunday
1/15/23,15:20,Nick Level 3 Fitness,Updated an hour ago,19,1/15/23,14:20,Sunday
1/15/23,15:20,Nick Power House,Updated an hour ago,18.57,1/15/23,14:20,Sunday
1/15/23,15:20,Nick Track,Updated an hour ago,10,1/15/23,14:20,Sunday
1/15/23,15:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,15:30,Nick Level 1 Fitness,Updated an hour ago,12.67,1/15/23,14:30,Sunday
1/15/23,15:30,Nick Level 2 Fitness,Updated an hour ago,21,1/15/23,14:30,Sunday
1/15/23,15:30,Nick Level 3 Fitness,Updated an hour ago,19,1/15/23,14:30,Sunday
1/15/23,15:30,Nick Power House,Updated an hour ago,18.57,1/15/23,14:30,Sunday
1/15/23,15:30,Nick Track,Updated an hour ago,10,1/15/23,14:30,Sunday
1/15/23,15:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,15:40,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/15/23,15:40,Nick Level 2 Fitness,Updated over an hour ago,21,n/a,n/a,n/a
1/15/23,15:40,Nick Level 3 Fitness,Updated over an hour ago,19,n/a,n/a,n/a
1/15/23,15:40,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/15/23,15:40,Nick Track,Updated over an hour ago,10,n/a,n/a,n/a
1/15/23,15:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,15:50,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/15/23,15:50,Nick Level 2 Fitness,Updated over an hour ago,21,n/a,n/a,n/a
1/15/23,15:50,Nick Level 3 Fitness,Updated over an hour ago,19,n/a,n/a,n/a
1/15/23,15:50,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/15/23,15:50,Nick Track,Updated over an hour ago,10,n/a,n/a,n/a
1/15/23,15:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,16:00,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/15/23,16:00,Nick Level 2 Fitness,Updated over an hour ago,21,n/a,n/a,n/a
1/15/23,16:00,Nick Level 3 Fitness,Updated over an hour ago,19,n/a,n/a,n/a
1/15/23,16:00,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/15/23,16:00,Nick Track,Updated over an hour ago,10,n/a,n/a,n/a
1/15/23,16:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,16:10,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/15/23,16:10,Nick Level 2 Fitness,Updated over an hour ago,21,n/a,n/a,n/a
1/15/23,16:10,Nick Level 3 Fitness,Updated over an hour ago,19,n/a,n/a,n/a
1/15/23,16:10,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/15/23,16:10,Nick Track,Updated over an hour ago,10,n/a,n/a,n/a
1/15/23,16:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,16:24,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/15/23,16:24,Nick Level 2 Fitness,Updated over an hour ago,21,n/a,n/a,n/a
1/15/23,16:24,Nick Level 3 Fitness,Updated over an hour ago,19,n/a,n/a,n/a
1/15/23,16:24,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/15/23,16:24,Nick Track,Updated over an hour ago,10,n/a,n/a,n/a
1/15/23,16:24,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,16:30,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/15/23,16:30,Nick Level 2 Fitness,Updated over an hour ago,21,n/a,n/a,n/a
1/15/23,16:30,Nick Level 3 Fitness,Updated over an hour ago,19,n/a,n/a,n/a
1/15/23,16:30,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/15/23,16:30,Nick Track,Updated over an hour ago,10,n/a,n/a,n/a
1/15/23,16:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,16:40,Nick Level 1 Fitness,Updated 7 minutes ago,29.33,1/15/23,16:33,Sunday
1/15/23,16:40,Nick Level 2 Fitness,Updated 7 minutes ago,37,1/15/23,16:33,Sunday
1/15/23,16:40,Nick Level 3 Fitness,Updated 7 minutes ago,25.5,1/15/23,16:33,Sunday
1/15/23,16:40,Nick Power House,Updated 7 minutes ago,19.29,1/15/23,16:33,Sunday
1/15/23,16:40,Nick Track,Updated 7 minutes ago,4,1/15/23,16:33,Sunday
1/15/23,16:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,16:50,Nick Level 1 Fitness,Updated 17 minutes ago,29.33,1/15/23,16:33,Sunday
1/15/23,16:50,Nick Level 2 Fitness,Updated 17 minutes ago,37,1/15/23,16:33,Sunday
1/15/23,16:50,Nick Level 3 Fitness,Updated 17 minutes ago,25.5,1/15/23,16:33,Sunday
1/15/23,16:50,Nick Power House,Updated 17 minutes ago,19.29,1/15/23,16:33,Sunday
1/15/23,16:50,Nick Track,Updated 17 minutes ago,4,1/15/23,16:33,Sunday
1/15/23,16:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,17:00,Nick Level 1 Fitness,Updated 27 minutes ago,29.33,1/15/23,16:33,Sunday
1/15/23,17:00,Nick Level 2 Fitness,Updated 27 minutes ago,37,1/15/23,16:33,Sunday
1/15/23,17:00,Nick Level 3 Fitness,Updated 27 minutes ago,25.5,1/15/23,16:33,Sunday
1/15/23,17:00,Nick Power House,Updated 27 minutes ago,19.29,1/15/23,16:33,Sunday
1/15/23,17:00,Nick Track,Updated 27 minutes ago,4,1/15/23,16:33,Sunday
1/15/23,17:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,17:10,Nick Level 1 Fitness,Updated 37 minutes ago,29.33,1/15/23,16:33,Sunday
1/15/23,17:10,Nick Level 2 Fitness,Updated 37 minutes ago,37,1/15/23,16:33,Sunday
1/15/23,17:10,Nick Level 3 Fitness,Updated 37 minutes ago,25.5,1/15/23,16:33,Sunday
1/15/23,17:10,Nick Power House,Updated 36 minutes ago,19.29,1/15/23,16:34,Sunday
1/15/23,17:10,Nick Track,Updated 37 minutes ago,4,1/15/23,16:33,Sunday
1/15/23,17:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,17:20,Nick Level 1 Fitness,Updated 47 minutes ago,29.33,1/15/23,16:33,Sunday
1/15/23,17:20,Nick Level 2 Fitness,Updated 47 minutes ago,37,1/15/23,16:33,Sunday
1/15/23,17:20,Nick Level 3 Fitness,Updated 47 minutes ago,25.5,1/15/23,16:33,Sunday
1/15/23,17:20,Nick Power House,Updated 47 minutes ago,19.29,1/15/23,16:33,Sunday
1/15/23,17:20,Nick Track,Updated 47 minutes ago,4,1/15/23,16:33,Sunday
1/15/23,17:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,17:30,Nick Level 1 Fitness,Updated 57 minutes ago,29.33,1/15/23,16:33,Sunday
1/15/23,17:30,Nick Level 2 Fitness,Updated 57 minutes ago,37,1/15/23,16:33,Sunday
1/15/23,17:30,Nick Level 3 Fitness,Updated 57 minutes ago,25.5,1/15/23,16:33,Sunday
1/15/23,17:30,Nick Power House,Updated 57 minutes ago,19.29,1/15/23,16:33,Sunday
1/15/23,17:30,Nick Track,Updated 57 minutes ago,4,1/15/23,16:33,Sunday
1/15/23,17:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,17:40,Nick Level 1 Fitness,Updated 5 minutes ago,26.67,1/15/23,17:35,Sunday
1/15/23,17:40,Nick Level 2 Fitness,Updated 5 minutes ago,41,1/15/23,17:35,Sunday
1/15/23,17:40,Nick Level 3 Fitness,Updated 5 minutes ago,27,1/15/23,17:35,Sunday
1/15/23,17:40,Nick Power House,Updated 5 minutes ago,26.43,1/15/23,17:35,Sunday
1/15/23,17:40,Nick Track,Updated 5 minutes ago,7,1/15/23,17:35,Sunday
1/15/23,17:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,17:52,Nick Level 1 Fitness,Updated 17 minutes ago,26.67,1/15/23,17:35,Sunday
1/15/23,17:52,Nick Level 2 Fitness,Updated 17 minutes ago,41,1/15/23,17:35,Sunday
1/15/23,17:52,Nick Level 3 Fitness,Updated 17 minutes ago,27,1/15/23,17:35,Sunday
1/15/23,17:52,Nick Power House,Updated 17 minutes ago,26.43,1/15/23,17:35,Sunday
1/15/23,17:52,Nick Track,Updated 17 minutes ago,7,1/15/23,17:35,Sunday
1/15/23,17:52,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,18:40,Nick Level 1 Fitness,Updated an hour ago,26.67,1/15/23,17:40,Sunday
1/15/23,18:40,Nick Level 2 Fitness,Updated an hour ago,41,1/15/23,17:40,Sunday
1/15/23,18:40,Nick Level 3 Fitness,Updated an hour ago,27,1/15/23,17:40,Sunday
1/15/23,18:40,Nick Power House,Updated an hour ago,26.43,1/15/23,17:40,Sunday
1/15/23,18:40,Nick Track,Updated an hour ago,7,1/15/23,17:40,Sunday
1/15/23,18:40,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,18:50,Nick Level 1 Fitness,Updated an hour ago,26.67,1/15/23,17:50,Sunday
1/15/23,18:50,Nick Level 2 Fitness,Updated an hour ago,41,1/15/23,17:50,Sunday
1/15/23,18:50,Nick Level 3 Fitness,Updated an hour ago,27,1/15/23,17:50,Sunday
1/15/23,18:50,Nick Power House,Updated an hour ago,26.43,1/15/23,17:50,Sunday
1/15/23,18:50,Nick Track,Updated an hour ago,7,1/15/23,17:50,Sunday
1/15/23,18:50,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,19:00,Nick Level 1 Fitness,Updated an hour ago,26.67,1/15/23,18:00,Sunday
1/15/23,19:00,Nick Level 2 Fitness,Updated an hour ago,41,1/15/23,18:00,Sunday
1/15/23,19:00,Nick Level 3 Fitness,Updated an hour ago,27,1/15/23,18:00,Sunday
1/15/23,19:00,Nick Power House,Updated an hour ago,26.43,1/15/23,18:00,Sunday
1/15/23,19:00,Nick Track,Updated an hour ago,7,1/15/23,18:00,Sunday
1/15/23,19:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,19:10,Nick Level 1 Fitness,Updated 7 minutes ago,28.67,1/15/23,19:03,Sunday
1/15/23,19:10,Nick Level 2 Fitness,Updated 7 minutes ago,33,1/15/23,19:03,Sunday
1/15/23,19:10,Nick Level 3 Fitness,Updated 7 minutes ago,28.5,1/15/23,19:03,Sunday
1/15/23,19:10,Nick Power House,Updated 7 minutes ago,19.29,1/15/23,19:03,Sunday
1/15/23,19:10,Nick Track,Updated 7 minutes ago,5,1/15/23,19:03,Sunday
1/15/23,19:10,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,19:20,Nick Level 1 Fitness,Updated 18 minutes ago,28.67,1/15/23,19:02,Sunday
1/15/23,19:20,Nick Level 2 Fitness,Updated 18 minutes ago,33,1/15/23,19:02,Sunday
1/15/23,19:20,Nick Level 3 Fitness,Updated 18 minutes ago,28.5,1/15/23,19:02,Sunday
1/15/23,19:20,Nick Power House,Updated 18 minutes ago,19.29,1/15/23,19:02,Sunday
1/15/23,19:20,Nick Track,Updated 18 minutes ago,5,1/15/23,19:02,Sunday
1/15/23,19:20,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/15/23,19:30,Nick Level 1 Fitness,Updated 28 minutes ago,28.67,1/15/23,19:02,Sunday
1/15/23,19:30,Nick Level 2 Fitness,Updated 28 minutes ago,33,1/15/23,19:02,Sunday
1/15/23,19:30,Nick Level 3 Fitness,Updated 28 minutes ago,28.5,1/15/23,19:02,Sunday
